danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.637,0.608,7,-7.665,1,0.0331,0.18,0.0,0.223,0.391,103.05,2kFwiAtvJ9VT1c8PAoBkJj,151301,4
0.63,0.8,2,-3.427,1,0.036,0.0851,0.0,0.0618,0.717,90.02,7H5uStZMOGpcVw7eW0eyTi,232440,4
0.866,0.68,2,-9.027,1,0.243,0.00309,0.0,0.174,0.72,137.033,0TmOk5yFwlUoPT2KttsOWb,136479,4
0.697,0.648,7,-7.123,1,0.128,0.425,0.0,0.191,0.313,186.125,1nfyE13arjOuO54HH0zmqj,199813,4
0.573,0.784,9,-5.224,1,0.0591,0.141,0.0,0.0844,0.69,82.009,3yndKI4zWEyC36BQYrdKBA,184400,4
0.854,0.626,11,-5.14,1,0.0618,0.316,0.0,0.0961,0.377,140.05,093RgZ7RXHZwIrxZhZYX4Q,185147,4
0.638,0.783,6,-4.953,0,0.081,0.0276,0.0,0.643,0.645,125.085,7qfisxNvTUxlD6mvrw8673,172280,4
0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,4BiiOzZCrXEzHRLYcYFiD5,180120,4
0.638,0.626,6,-9.321,0,0.159,0.03,0.0106,0.156,0.113,120.054,3YHHiktpaEShl6v22bOpzo,174250,5
0.731,0.698,1,-7.985,1,0.031,0.0271,0.1,0.104,0.275,123.028,6K7TA9kfqjmqcgfmU4pT4u,519334,4
0.754,0.505,10,-9.492,0,0.344,0.239,0.0,0.175,0.525,79.631,69ytBtCGuiXKRF1qXkthsR,173533,4
0.479,0.437,4,-7.975,1,0.037,0.511,0.0,0.0984,0.273,128.168,2Dy2ODCmPjaQkqO5HOf7Fx,263437,4
0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,5KBARWIxeMGkvUax9VtVC9,126446,4
0.776,0.614,6,-8.253,0,0.251,0.0369,0.0,0.0744,0.491,139.002,7J7vMP45n2p33jimaHO8iK,182907,4
0.74,0.71,5,-6.854,0,0.0495,0.4,0.0,0.14,0.546,98.019,33AfYCpyXYCNxhboztDv47,178776,4
0.645,0.675,1,-5.282,0,0.202,0.0104,0.0,0.273,0.171,120.672,2j7mcsEz4n5XxMMqqjjB6p,209120,5
0.638,0.535,11,-5.33,0,0.0297,0.543,0.0,0.0906,0.217,78.18,3mVqKwMwr2VH1abrpc9o0O,207911,1
0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,7yq4Qj7cqayVTp3FF9CWbm,204280,4
0.711,0.567,5,-7.0,1,0.0798,0.343,0.0,0.161,0.718,119.99,6YrDRkcDktxgsPcH8x77xm,181301,4
0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,64yajM6CxtLghmgB53VeXT,212547,4
0.594,0.273,5,-9.402,1,0.0291,0.873,0.0,0.0895,0.362,131.851,5uBK8Ap1BCEc4GgMcEjeic,252300,4
0.796,0.756,6,-5.377,0,0.0974,0.048,0.0,0.0589,0.957,150.001,3yt63XnFRTRnkxmnTeCRHe,199243,4
0.624,0.57,1,-7.043,1,0.0644,0.0576,6.88e-05,0.11,0.135,169.962,6uuQZFYzeUf1NR5tucdjj5,300507,4
0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,203000,4
0.664,0.825,7,-5.437,1,0.0503,0.128,1.13e-05,0.701,0.475,179.725,0tfAVc0HSvma3RnVjerrky,317463,4
0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,0hVXuCcriWRGvwMV1r5Yn9,219947,4
0.81,0.631,4,-6.541,0,0.0938,0.144,1.32e-06,0.451,0.573,154.976,6xqbec9MHRmW7qtEINAlRx,512093,4
0.802,0.412,9,-9.593,0,0.157,0.533,0.0,0.0774,0.709,125.992,72sOrgrynSH73z4E41Ed0i,163413,4
0.74,0.73,1,-5.312,0,0.0674,0.389,0.0,0.178,0.385,100.032,4wyVZ3dS5Low0nVNBdWRN0,202720,4
0.659,0.588,0,-5.682,1,0.063,0.632,0.0,0.124,0.297,135.884,0psAGFzUF64N2Ae4gMExzu,219939,4
0.869,0.685,6,-5.031,0,0.285,0.076,0.0,0.642,0.652,91.997,5jumw9HzKWgSruqVgfajuk,173787,4
0.631,0.381,7,-11.808,1,0.04,0.447,0.000171,0.0902,0.36,126.008,5f9808hpiCpuNyqqdXmpF2,343446,4
0.799,0.232,4,-15.807,1,0.0486,0.436,0.0,0.105,0.692,105.099,37M00uZSz6smSxZ7pHchuh,193492,4
0.711,0.623,9,-6.597,1,0.0482,0.119,0.0,0.056,0.963,179.976,4vXssxotS8BmPIDd3YMgyx,219557,4
0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,7njKgVl3AnLflRad38o7AG,169038,4
0.601,0.923,10,-3.958,1,0.0717,0.0321,0.0,0.158,0.572,94.059,30f7TNgvsS1AWtyuVqMucH,210685,4
0.639,0.437,9,-10.247,0,0.365,0.76,0.0,0.0676,0.72,105.15,554Ip3S1rbeES9TNWXGoK1,191608,4
0.754,0.602,10,-6.785,0,0.428,0.237,0.0,0.151,0.587,82.043,5ODlTG5qxhCsC05E36Rv25,211840,4
0.625,0.433,9,-12.963,1,0.0366,0.376,0.00103,0.248,0.274,93.04,6VuUMo1TusnqBxLTnr3hOI,226187,4
0.903,0.62,7,-8.353,1,0.254,0.144,0.000433,0.107,0.505,126.032,0VnyxVyNXCcoaqdRgtqoDu,177972,4
0.715,0.71,4,-9.504,1,0.432,0.445,0.000284,0.103,0.526,162.043,1pNAf6W7POwjOD8x8mWf8G,215556,4
0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,5Uw7Dut2lZfexn3Y09swpf,176417,4
0.651,0.641,0,-7.916,1,0.0318,0.0118,0.000284,0.418,0.214,130.007,0Jb5dS1yA86aEoW9An0RyW,311800,4
0.671,0.628,5,-5.049,0,0.0759,0.221,0.0,0.114,0.537,102.037,0I20rLT2MJDhcF96AjbNYo,210400,4
0.691,0.773,11,-3.812,0,0.0355,0.236,0.0,0.329,0.85,92.992,2EEmzqzM70CybVspgM7YRT,188468,4
0.745,0.743,6,-5.699,1,0.0403,0.647,0.00302,0.0859,0.797,142.999,7sYc9YXpzeM7UuuXLK88OA,211973,4
0.698,0.526,6,-6.289,0,0.103,0.645,9.5e-05,0.105,0.608,80.031,72KOmS4Af9IEFsT87TK1VQ,262853,4
0.699,0.85,4,-6.188,0,0.0622,0.0448,0.0,0.226,0.384,96.97,3IpK88c6zdSO72s3adO338,194188,4
0.613,0.89,10,-5.504,0,0.0418,0.382,5.69e-06,0.137,0.837,179.931,1euUy5iIipadV7jrHQRiYE,269232,4
0.833,0.776,1,-5.636,1,0.218,0.239,2.2e-06,0.5,0.373,120.027,36r7RW6GpT3ztIlsParNvU,250000,4
0.583,0.418,5,-10.898,0,0.0451,0.799,0.0,0.109,0.357,129.915,07qHCBBSRswIsfs0waYdjC,169846,4
0.509,0.235,9,-13.363,1,0.0335,0.904,0.0,0.105,0.193,83.505,5nvcuQM5GFY4tmaZPVMHWM,157067,3
0.659,0.54,7,-4.362,1,0.039,0.107,0.0,0.176,0.346,130.048,7iQYp6Fp3xFFatU20GZtLe,159865,4
0.649,0.543,7,-11.536,0,0.0363,0.636,3.23e-05,0.205,0.678,150.061,4v5cpw1zIlqShprCCgL5UL,180800,4
0.518,0.652,11,-7.002,0,0.131,0.736,0.0,0.111,0.41,77.086,2p2jChiiMb7a6hPdLVDpR0,222867,3
0.658,0.539,8,-12.051,1,0.026,0.156,0.0106,0.106,0.536,125.041,1MdjZzEInrmDBXf8zs0nKS,288707,4
0.742,0.542,5,-7.084,0,0.151,0.156,0.0,0.103,0.427,97.971,0QLH3xeYZSRXy9YovfVEOI,177561,4
0.691,0.809,6,-7.417,1,0.0291,0.344,0.000479,0.0893,0.915,123.827,4feDzcxtXRU8clyOluco5Y,304507,4
0.811,0.481,0,-9.191,0,0.224,0.168,0.0,0.0701,0.654,79.99,5colc2SxF1H88wrkaxdqhg,211500,4
0.913,0.608,7,-6.764,1,0.259,0.116,0.0,0.109,0.496,101.002,5tmu5pAFHkUSl8Fo8ncyA4,143880,4
0.637,0.676,4,-6.879,0,0.227,0.372,0.0,0.147,0.331,144.063,1b50NwoSOs5X3nh9L25VH5,285507,4
0.695,0.482,5,-8.232,0,0.101,0.836,0.00247,0.1,0.373,150.059,7EiesOznEUAta5QIb89I7e,251031,4
0.658,0.291,7,-8.014,1,0.0464,0.874,0.0,0.134,0.445,138.899,1DwuRmCQZ3YHfUrZZUJHcu,246187,4
0.681,0.719,8,-7.071,1,0.236,0.165,8.65e-06,0.117,0.659,200.441,5aDKZysYr35N9Y0peupNXa,156036,4
0.696,0.921,0,-3.866,0,0.0752,0.415,0.05,0.0444,0.705,179.873,0Z2OhR9OoUdZ9rhEy9ECkq,232227,4
0.837,0.556,0,-7.974,1,0.28,0.365,0.0,0.0955,0.519,126.078,0GIBtSTQyN628HWOaPLxf2,191261,4
0.589,0.917,1,-5.58,1,0.0283,0.00224,0.0,0.355,0.771,110.001,4IBXvcmrBqJsyww7BfvlbR,226799,4
0.658,0.842,6,-5.805,1,0.0337,0.00162,1e-06,0.186,0.568,129.923,7m3A7nJjioOGQdmztQBgo7,197470,4
0.695,0.639,7,-6.897,0,0.153,0.107,0.000657,0.118,0.344,90.027,4AhSkRYioEIfGvCV19peYN,189493,4
0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,7w87IxuO7BDcJ3YUqCyMTT,239600,4
0.663,0.42,10,-7.465,1,0.0301,0.831,0.0,0.0822,0.427,129.786,5uMkdWf1H6JEcpcdnPOSZM,228613,4
0.754,0.847,11,-3.479,1,0.0784,0.15,0.0,0.207,0.444,100.047,5wBk1Z7mndjgTMOQ70lt8J,311787,4
0.711,0.491,7,-9.797,0,0.051,0.185,0.0,0.154,0.198,91.061,3Vmq9lE9ayaO1wpcdxjn7c,219120,4
0.716,0.78,6,-4.616,0,0.0445,0.377,0.000351,0.0753,0.187,94.028,6m69YzoQgEkhPnWIhXswcJ,256373,4
0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.011,6qAzAmPBUpGrk7XADZHR5k,209648,4
0.359,0.648,6,-3.36,0,0.0373,0.047,2.43e-06,0.16,0.336,78.308,0ssEfLe9aqPhMmLXKqBw6J,314147,4
0.646,0.538,9,-7.412,0,0.0351,0.328,0.0,0.277,0.259,100.875,0S0n02HdUboPxJSpDtOqS5,184206,4
0.697,0.826,9,-5.109,1,0.0394,0.352,1.66e-05,0.122,0.756,130.031,4r3UvwePMdXPJrqFautgTq,257640,4
0.779,0.286,10,-12.503,1,0.0337,0.383,0.0251,0.0943,0.451,98.983,0fzOCeKsKU1E0yOXWYGETp,256981,4
0.821,0.767,0,-4.934,0,0.275,0.105,0.00434,0.117,0.698,159.959,6xwI9R3ZHT9nWtSYvffYQm,167217,4
0.476,0.684,11,-7.804,0,0.239,0.111,8.89e-05,0.169,0.529,172.648,4Wc7eARS7kCa4oX2lQ8AxT,178960,4
0.604,0.59,8,-7.469,1,0.0318,0.362,0.0,0.0959,0.359,90.994,6Rg0AJvt1xa4hR2QH2fUhb,177145,4
0.786,0.65,5,-6.774,0,0.0659,0.229,8.6e-05,0.1,0.407,120.021,3zzyygDizZyE08d1yT9sXd,166000,4
0.589,0.538,10,-5.665,1,0.0462,0.75,0.0,0.184,0.659,159.828,63rLjQUFTxemPqACev1by7,195143,4
0.652,0.857,6,-5.044,1,0.0676,0.186,0.0,0.377,0.504,163.963,7ojH6H4wE6XJNgzU4uvNc8,196803,4
0.727,0.871,4,-3.944,0,0.061,0.135,7.59e-05,0.0492,0.963,94.992,143xRgiJanPo2U5RIZQdqh,156734,4
0.531,0.287,9,-7.091,1,0.0364,0.915,0.0,0.118,0.491,135.55,7fftC401ke4BzA3ucPIXES,209482,4
0.805,0.652,6,-7.399,0,0.0589,0.0461,0.0,0.103,0.436,127.863,7sbVjYS23l02aoYoUsKSbQ,174492,4
0.82,0.765,6,-6.806,0,0.145,0.0186,0.000861,0.0626,0.611,135.018,5A0fbMSRVcJ5grS2gHrVfD,232925,4
0.661,0.777,8,-3.156,1,0.0618,0.276,1.81e-06,0.252,0.619,79.959,2xjxaKiYssIdDU6DCPpZPt,228288,4
0.808,0.57,8,-6.542,0,0.266,0.865,0.0232,0.097,0.665,95.009,6MF2uU7HoQkA1Da2jscqV2,187178,4
0.411,0.508,5,-4.342,1,0.0557,0.29,0.0,0.123,0.668,81.96,703iVQrfbQsXt7Uzgy1h8k,201627,3
0.487,0.519,9,-11.125,0,0.255,0.285,1.41e-06,0.0973,0.242,190.075,4glBRF3uJCf3bTG4hhIhpn,211800,3
0.785,0.76,6,-4.168,0,0.0438,0.175,6.25e-05,0.169,0.498,101.964,1HEr5uCRyuuLlVCOB1RiTE,128067,4
0.553,0.339,4,-11.261,1,0.0318,0.64,0.0932,0.111,0.169,135.898,1jDT7cfhm2rs3ZtpkWZwGy,302107,4
0.681,0.675,8,-7.887,0,0.0723,0.136,0.0,0.153,0.374,132.034,5vkb3Ge41fnn8YiYNaVcES,263175,4
0.55,0.823,4,-4.766,1,0.0443,0.136,0.0,0.382,0.523,139.919,1etKYVd2YD2IB8i0GepNwz,186750,4
0.527,0.812,2,-5.583,0,0.0328,0.000607,0.0,0.368,0.491,131.89,7HdHOGbA7uyepn1jbPKqOx,234680,4
0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,4EpZ4eYuZOwPSSwyqpdHnJ,252231,4
0.419,0.809,11,-4.596,1,0.0357,0.323,0.0,0.699,0.635,88.418,3CACzG9I3AoKUKA3ODE5zW,238528,4
0.412,0.646,7,-7.004,1,0.0541,0.353,0.0,0.0757,0.264,71.156,2JUwAtDzQxhcLYmWNmsfaK,256037,4
0.591,0.673,9,-2.445,1,0.0294,0.263,0.0,0.109,0.525,106.956,7GYGVDPbi0zQUBIkuOPAY0,326867,4
0.826,0.818,7,-6.057,1,0.12,0.0216,0.00174,0.132,0.429,115.069,40UsTEcLNqQyrvvwJPpCra,163562,4
0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,7m9OqQk4RVRkw9JJdeAw96,119133,4
0.544,0.78,11,-7.855,1,0.0523,0.00575,4.24e-05,0.103,0.451,158.013,3wnSkikz2xzpf03UEDgTj9,219773,4
0.676,0.888,10,-3.658,1,0.0783,0.375,0.0,0.231,0.711,160.034,4lEw9Id7kLDSJ6KRdaenM9,179100,4
0.684,0.755,11,-7.352,0,0.167,0.255,0.0,0.175,0.394,118.039,3ICpGhrulCHC1rw0qvs27W,192209,4
0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,6mQLN3zRtAp6ovjusyYKrV,218293,4
0.675,0.414,5,-6.508,1,0.0569,0.105,0.0,0.192,0.439,128.927,1abFkY2jm6KDFMZ7RD9YJh,213598,4
0.744,0.836,2,-3.267,1,0.0592,0.0811,4.21e-06,0.166,0.524,91.984,4txQPJDlvU72lC6EMhT7m9,212348,4
0.725,0.65,7,-9.656,0,0.186,0.0112,4.66e-06,0.586,0.464,104.958,47rbjDud83d3aqvbcTssei,180814,4
0.803,0.599,1,-5.169,1,0.0985,0.111,0.0,0.236,0.484,130.107,1gGhqfs2pDTOI30AEXMXrn,163525,4
0.478,0.687,4,-5.425,0,0.266,0.329,0.0,0.204,0.757,192.009,0gSaf88aTovmAOflXDG7Jw,193605,4
0.815,0.538,2,-9.201,1,0.0776,0.22,0.00673,0.145,0.57,148.933,0bJt3EewI6LlsQvl5oLJAc,204279,4
0.627,0.858,7,-3.116,1,0.0394,0.0288,0.0,0.199,0.399,100.074,4r1CoAATVuxag55Ct3Y1aX,194387,4
0.636,0.63,0,-6.396,1,0.0346,0.0796,0.0,0.13,0.454,104.845,4AMY0oGSt7vZwgxDnHCJBr,184020,4
0.899,0.473,11,-12.15,0,0.256,0.242,0.00321,0.0946,0.63,146.947,1AiZvaVOq9onVYsfUl9T7r,163265,4
0.771,0.711,11,-5.46,0,0.0932,0.106,1.96e-05,0.0643,0.832,167.97,1194zYf7UfSXP4omxVTmPa,169000,4
0.698,0.581,0,-7.218,1,0.0444,0.262,0.000798,0.165,0.47,149.038,6cmn21bodxviaGAHa5ZXbF,167534,4
0.648,0.414,1,-14.264,1,0.147,0.0296,0.0,0.676,0.225,153.951,4V3543Z9N0kwOO400LXOrX,180779,4
0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,47BBI51FKFwOMlIiX6m8ya,213307,4
0.481,0.588,7,-9.881,1,0.0959,0.0762,4.22e-05,0.211,0.206,120.38,3c6WMt2C90LVT3XFmF7ZUP,196280,4
0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,1khmgu0pveJbkbpbkyvcQv,300579,4
0.597,0.851,2,-6.039,1,0.555,0.398,0.0,0.438,0.814,91.602,46HYFOcfvg2W8a8FccaRvO,111583,4
0.54,0.604,1,-8.835,1,0.37,0.244,0.0,0.107,0.554,93.748,6lQYrZWozzmlstYZ0ktXq9,171653,4
0.737,0.81,5,-6.354,1,0.0896,0.077,0.0,0.0523,0.387,125.005,56JyMaElW79S7TDWh1Zw1m,154448,4
0.616,0.861,6,-3.936,0,0.0797,0.00877,0.0,0.533,0.751,179.967,1EUiTj5BLfHfjq1SBBAToQ,191374,4
0.689,0.579,10,-7.901,0,0.0929,0.345,0.0,0.138,0.343,162.046,1a2uPdv5ZwwCqqmvAiddqN,191360,4
0.727,0.683,5,-7.114,0,0.0265,0.00209,0.000274,0.0861,0.446,123.027,6OufwUcCqo81guU2jAlDVP,241970,4
0.619,0.452,9,-5.449,1,0.028,0.502,0.0,0.122,0.174,131.981,0lPXFrKyl8HkdQ2E6NmNja,204173,4
0.737,0.717,8,-5.505,1,0.0482,0.00634,0.000223,0.0674,0.262,92.489,2FnUyLhe7sjXgnZlK9sc0z,214888,4
0.375,0.576,2,-5.741,0,0.0364,0.267,3.38e-05,0.101,0.503,197.899,3zfyzbHuqcT2AAffAyLm02,307833,4
0.694,0.662,10,-6.602,0,0.0668,0.0102,0.0677,0.148,0.935,174.051,5aVQF1pvr57L7GvfjjqhpR,168568,4
0.703,0.561,3,-5.567,1,0.0297,0.386,0.0,0.9,0.436,121.991,6ZoJngyuPof3KsFhFKA5P5,269591,4
0.729,0.846,7,-5.31,1,0.0827,0.0211,0.0,0.082,0.114,127.045,5IED94C8BTkU6phmB2JT2v,207000,4
0.773,0.859,1,-4.516,1,0.216,0.0226,0.000251,0.342,0.432,124.017,5GsJcnO3rgpZFOrzL2EISO,152932,4
0.548,0.481,2,-10.049,1,0.0408,0.758,4.23e-06,0.103,0.244,139.911,4XkeDeEoSxS7V1B4cjDshU,224589,4
0.826,0.622,2,-6.947,0,0.121,0.0892,0.0,0.104,0.468,154.969,1Be6SGuhOCq4z1tA5ypmi7,216627,4
0.767,0.709,1,-4.47,1,0.336,0.323,0.0,0.0745,0.72,171.993,132ALUzVLmqYB4UsBj5qD6,256972,4
0.717,0.599,11,-11.471,0,0.116,0.299,0.00404,0.0594,0.22,81.027,4ogDI1pxczM40LfveHO188,136150,4
0.787,0.792,1,-7.187,1,0.328,0.31,0.0,0.138,0.506,160.032,0xoUDiOLXqp9qB3S9FkvUI,336867,4
0.682,0.675,2,-8.29,1,0.0486,0.251,3.99e-06,0.257,0.617,134.974,2nFaT0t36H6UX3wN3Vxvjm,192760,4
0.756,0.596,0,-5.473,0,0.0359,0.13,0.0,0.216,0.683,102.005,7iNiRaxUOvd4seviLprqeb,181691,4
0.461,0.43,0,-8.689,0,0.0453,0.741,0.0,0.109,0.738,101.152,4J1Xsr38zb9BjM6QraKLqK,201656,4
0.756,0.52,6,-8.642,1,0.0341,0.495,0.0,0.0901,0.684,119.92,5X5db3FrBOHbibrFKA02MQ,265995,4
0.577,0.543,2,-8.443,1,0.197,0.0175,0.0,0.113,0.512,75.721,0yPHAfN6d4Id9dsUeuWhJm,187447,4
0.877,0.484,6,-10.519,0,0.211,0.277,0.0,0.0754,0.199,109.967,14sa0bvy2uz9PyZFKCp5ac,196364,4
0.86,0.697,1,-4.727,1,0.0718,0.102,0.0,0.159,0.586,129.978,3H9GDhVVTlmFQSmpt51qiP,268794,4
0.8,0.74,10,-4.52,0,0.0479,0.184,0.0,0.0558,0.775,90.035,7BuHdm4lQqcyG3qTwdkxus,226200,4
0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,3E7dfMvvCLUddWissuqMwr,202067,4
0.738,0.568,8,-5.341,1,0.186,0.0246,0.0,0.146,0.399,99.933,1IBUPdwV9TvaipSODdt8QY,159800,4
0.608,0.169,0,-12.149,1,0.037,0.983,0.00128,0.0673,0.21,107.779,58jm1c4IKMFIFoj2Yi3WRB,211087,3
0.655,0.68,8,-5.599,1,0.0779,0.149,0.0,0.164,0.226,94.969,7IP0lO9tHfNwBWZ9X6TJ84,213733,4
0.564,0.639,9,-5.93,1,0.191,0.0175,0.0,0.107,0.328,94.062,4j9XbTUB40qVOHqapA6EMz,186383,4
0.692,0.783,5,-6.095,1,0.0871,0.00102,2.31e-05,0.141,0.529,133.053,7g35s50bVXtkp6zhihmvcu,144000,4
0.644,0.768,2,-5.156,1,0.13,0.388,0.0,0.0963,0.564,178.029,7LIdjZe4VYJwajtFzYl7AW,240526,4
0.718,0.83,4,-5.488,0,0.0505,0.404,2.5e-05,0.124,0.771,105.012,50sbcAcWHgDPRDkYBEUpkA,220382,4
0.616,0.889,8,-6.218,1,0.0481,0.000692,0.0,0.0855,0.773,116.049,3S7oRCNWJkMNkqLMr88hpo,266280,4
0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,3aW0ds4A4tSQDIp75FqWTo,242334,4
0.73,0.697,11,-8.504,0,0.0667,0.0453,0.0,0.405,0.652,139.988,5qdzvhnYpGt6rogTlOcJe3,182224,4
0.754,0.77,9,-5.129,0,0.0665,0.189,2.36e-06,0.0945,0.513,92.004,2O0WiTabKj4e5CdY1mIFe4,198377,4
0.867,0.418,1,-9.736,0,0.144,0.114,4.97e-05,0.167,0.342,98.006,6xqAPowxSYTj0wtqe5H1YM,107100,4
0.77,0.691,11,-5.624,0,0.217,0.365,0.0,0.34,0.363,127.795,3NbwRR74N1FykCWETcEk3j,262500,4
0.935,0.613,1,-6.241,0,0.0662,0.268,3.1e-06,0.0956,0.626,116.943,7gNlaZaMIjRUfnAYd9Dvmt,169733,4
0.5,0.339,7,-7.301,1,0.0263,0.71,0.00222,0.108,0.152,136.427,4JSDhJVmo2UqdF7nxbyenn,242800,4
0.426,0.382,0,-8.703,1,0.0302,0.364,0.0,0.123,0.186,127.639,6ym1AfJcqGuu7TLxQIfl0m,330000,4
0.715,0.566,0,-6.898,1,0.0397,0.137,0.0149,0.145,0.0857,145.028,5HWolqY3ip2Bh7rS6UJ5c0,215172,4
0.851,0.695,6,-6.675,0,0.163,0.0844,4.42e-06,0.165,0.788,131.938,3Zigq1lfHmFRlyoRrh9k2s,139693,4
0.524,0.556,9,-6.767,0,0.0278,0.426,7.36e-06,0.106,0.185,127.973,4GxgD9RR2Np2rLJ75qcTQi,231180,4
0.696,0.846,7,-4.551,1,0.0574,0.253,0.0,0.262,0.697,150.012,1dJAilzxkWrlq4ENa7FTa4,236808,4
0.765,0.89,5,-4.608,0,0.0824,0.502,0.0,0.0423,0.918,99.961,3NKuSd9Qa5fzwhqiuKYFh4,226696,4
0.732,0.46,0,-8.629,1,0.104,0.541,0.0,0.0896,0.405,67.983,60oJSn5MTG2VNvCJKwd65M,226160,4
0.791,0.549,10,-8.546,0,0.101,0.00899,0.00136,0.092,0.202,150.002,3jO0r7pU8E1q2aH2L6QohJ,196058,4
0.851,0.635,0,-5.664,1,0.119,0.0617,0.0,0.06,0.954,117.009,0x4cbwsF2NN3BwmQRgkljV,281968,4
0.54,0.863,1,-4.483,1,0.0481,0.0138,0.0,0.0871,0.64,77.0,7nfmK6oHPDlAd68A11d7AN,186800,4
0.656,0.62,3,-6.807,0,0.435,0.564,0.000318,0.0949,0.229,86.441,0H9kpmcgLPE5f1bVB076zF,189166,4
0.521,0.302,9,-8.532,0,0.0281,0.919,0.00105,0.0996,0.308,104.757,3Sg9sJ1VxG91hvcRFrVuH7,282907,3
0.437,0.716,5,-4.306,1,0.05,0.39,0.0,0.208,0.307,170.094,5EgYDyMDCi8X0zDydTF7Rb,253304,4
0.615,0.317,9,-10.619,1,0.0327,0.126,0.0,0.1,0.362,121.808,7o6UDPFWtYrjUZnRvi1dvO,246040,4
0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0,0eeeyCAGnGZInPtpkdYiPa,227275,4
0.687,0.587,3,-6.876,0,0.239,0.265,3.42e-05,0.135,0.145,119.828,0al5IxhkvzwfKaHytMKNHk,207432,4
0.424,0.614,4,-6.719,0,0.0319,0.15,0.0,0.338,0.386,144.283,1HroyPv5zqHJI35kqObRLy,280695,4
0.699,0.444,0,-3.803,1,0.0316,0.435,0.0,0.313,0.525,138.139,0B5nnPv1ebuo0VFXCMfUij,186653,4
0.639,0.869,11,-4.024,1,0.147,0.27,0.0,0.0802,0.767,169.801,5q2JbCNi4FcnglgPfxcV65,307910,4
0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-06,0.198,0.764,177.601,3RD0PGolM0mETGHaprwgMn,233930,4
0.745,0.573,1,-6.811,1,0.344,0.032,0.0,0.288,0.683,95.128,0UMaqPntFC8dFOc7p3Iefj,228337,4
0.617,0.847,6,-2.933,1,0.11,0.0292,0.0,0.16,0.345,127.878,0TId5TSbdcBP32haUV4Aet,165469,4
0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,0kHyKhJMukHEPfeh8s7rdM,193321,4
0.813,0.861,8,-5.664,0,0.317,0.0783,0.0,0.0496,0.35,101.231,2JXKfgOYoIadYSs1aK47tK,188056,3
0.856,0.602,7,-6.139,0,0.0406,0.171,0.0,0.116,0.642,130.012,0nwZnxVuMmMtIG0CchiYYF,223341,4
0.569,0.633,1,-8.26,1,0.0965,0.363,0.00155,0.123,0.568,149.904,4JmmjsGmOED0sn0Le3r84u,355484,4
0.878,0.545,3,-7.801,1,0.0996,0.502,0.00964,0.075,0.767,102.022,1gfw5baRcdaWfepcfl7jnV,196915,4
0.687,0.754,0,-4.103,0,0.0831,0.0914,0.0,0.106,0.416,166.156,6OPl2rRpNsW1BZmtrSxP6X,164819,4
0.557,0.786,2,-7.049,1,0.407,0.72,0.000162,0.415,0.694,102.031,4GwPFO8jSGIsh5udMEfKZ2,173293,4
0.693,0.695,4,-7.906,1,0.0581,0.00982,2.9e-05,0.127,0.724,106.007,2S2pucEIc2ZisqpqOYwKH0,246675,4
0.507,0.644,4,-7.485,1,0.0641,0.00413,0.0,0.217,0.172,179.913,4cbdPT6uaBOgOQe3fLMofl,211267,4
0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784,2RlgNHKcydI9sayD2Df2xp,303373,4
0.598,0.631,9,-7.815,0,0.0371,0.201,0.0,0.125,0.348,124.08,6V9doxBqWIdHujB55uxOiL,252796,4
0.65,0.88,4,-5.326,1,0.0283,0.36,0.00369,0.23,0.921,124.985,5j7ixaLeGTGSv4DzKs0pCM,242913,4
0.619,0.519,7,-9.189,0,0.183,0.341,0.0,0.484,0.555,169.928,6DMLbqPhFrTtCjLgxKH7yy,206118,4
