danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.786,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.034,1Zyd6zQnC6XIIzmg3hP7Ot,213264,4
0.836,0.539,1,-7.75,0,0.0621,0.221,0.0,0.124,0.7,130.12,2JQlI1cjbpfPQSPuoyanQD,238692,4
0.433,0.856,1,-4.761,1,0.275,0.481,0.0,0.4,0.737,99.222,6bsERSsjVL4Cpt0e2t77Vx,212000,4
0.515,0.649,4,-6.278,1,0.0338,0.355,0.00155,0.175,0.35,120.003,4lfAvFv8roumWVKXhHF8uN,243413,4
0.634,0.48,9,-9.913,1,0.0472,0.381,4.76e-05,0.111,0.275,128.046,1psb8glAxDb4DYAwnOWzm3,258750,4
0.611,0.799,0,-5.719,1,0.0641,0.202,0.0277,0.123,0.51,101.038,5hc71nKsUgtwQ3z52KEKQk,347520,4
0.74,0.672,11,-7.263,1,0.176,0.0889,0.0,0.0925,0.329,151.929,504W8xzM8013XZkMxRYkX4,191460,4
0.705,0.826,3,-4.475,0,0.0603,0.025,0.00055,0.0513,0.125,124.974,0pvt5LnzUhcwpc8c2RDL1w,178653,4
0.872,0.579,0,-6.149,1,0.113,0.0699,2.38e-06,0.116,0.483,103.973,4piZ5m1vZGDkfyHga5U97m,179893,4
0.782,0.73,11,-2.688,0,0.0807,0.409,0.0,0.326,0.83,162.077,7CBImG41isOs2r7lQU7CCy,163666,4
0.606,0.456,3,-6.486,1,0.0322,0.332,8.3e-05,0.046,0.324,120.01,5TtmfZaNSYEcTR49cureT0,247000,4
0.632,0.578,5,-6.764,1,0.0864,0.0369,0.0,0.036,0.573,179.983,7t2zn6Wl0SVnMOdtZlf8qS,207732,4
0.897,0.522,2,-7.578,1,0.374,0.0016,0.0,0.0554,0.623,149.986,00ko9WaS4jOX1kEk3gvHjf,225924,4
0.579,0.774,5,-6.34,0,0.164,0.164,0.0,0.131,0.476,133.722,1Oou7m2VuxCDSOdqsu07TU,203040,4
0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,2qG5sZ7Si6sdK74qLxedYM,161627,4
0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,56eGOeSsqdg3FLxdo83TwV,198440,4
0.683,0.486,8,-7.014,0,0.236,0.328,0.0,0.08,0.721,170.053,2EH0nzeRDSiYpjqBfHnX9r,219706,4
0.75,0.557,8,-7.878,0,0.233,0.264,0.0,0.122,0.137,119.968,5FJUbcs6V1sMuDNw0GM2NQ,202693,4
0.713,0.784,8,-5.48,0,0.0627,0.00106,0.00103,0.426,0.475,121.96,53zvrQtbtwVZMTBbTOFYqG,181829,4
0.873,0.547,7,-3.112,0,0.188,0.641,2.74e-06,0.0786,0.667,128.025,1rwwxzrYpjt0CNEFyEkMng,220781,4
0.638,0.334,2,-11.18,1,0.0277,0.656,0.0,0.0938,0.396,87.388,4JozU4Ud30FGyDYzoUKasI,213237,4
0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,6vBdBCoOhKHiYDDOcorfNo,174960,4
0.845,0.697,6,-5.779,0,0.174,0.438,0.00362,0.114,0.303,90.028,3ezXlfmUHipr8A2pH3uNcQ,174667,4
0.662,0.529,2,-8.539,1,0.0351,0.341,0.000208,0.105,0.424,127.584,58grXgbCj7t5ulr0TGLIr9,243015,4
0.851,0.4,2,-10.493,1,0.111,0.32,0.0,0.147,0.338,130.005,3mLufVQ1B4yww0mhjRS2c9,110769,4
0.784,0.761,10,-4.253,0,0.0343,0.108,5.05e-05,0.05,0.385,105.005,43Q1jBoHh3pQkh3Oy7TA1g,204989,4
0.531,0.667,6,-5.778,1,0.191,0.175,0.0,0.0523,0.816,126.507,3d2JQX7krunAaZ07gtQhCG,215723,5
0.803,0.533,7,-7.331,1,0.0656,0.0567,0.0323,0.281,0.255,141.996,38Eq6RgIxOdt4twqyVAPCn,167707,4
0.626,0.347,1,-7.23,0,0.0436,0.0339,0.0,0.534,0.185,137.433,48pM1v8Z0EN8OiKzifbOWG,181802,4
0.667,0.935,10,-2.98,0,0.164,0.365,0.0,0.105,0.877,194.115,4AFdUHHDslEOgQOzGjIJwJ,227653,4
0.379,0.548,2,-7.093,1,0.0618,0.0886,0.0,0.178,0.343,181.593,1ocH6CmKMLct7M7t4075bH,226067,3
0.663,0.801,0,-4.086,1,0.246,0.188,0.0,0.166,0.678,177.843,48yFrzTcnTCklWL9PRVZJj,225240,4
0.865,0.712,6,-4.519,0,0.0397,0.102,1.22e-06,0.311,0.951,122.021,3zVibdZHsVH05p5Crux6xX,234480,4
0.639,0.685,9,-4.571,0,0.049,0.105,0.0,0.143,0.363,110.041,3NjyrsDr4qS0L424H4muQd,238991,4
0.705,0.796,6,-5.214,1,0.295,0.0917,0.0,0.335,0.909,100.196,2rgOAX5Cj3pk8JFnaPwJbd,202573,4
0.677,0.399,3,-11.138,1,0.0383,0.727,0.00172,0.11,0.326,135.975,4be0YopWjDRX6XosB03GWG,291209,4
0.794,0.663,2,-5.219,0,0.237,0.455,2.75e-06,0.0465,0.565,80.024,43CoIjJAKxjknG9k0YKGo9,184850,4
0.645,0.712,7,-3.765,1,0.0312,0.372,9.67e-05,0.0501,0.687,93.994,27uAea0qcUz3a7jKnAT7KG,253823,4
0.81,0.783,2,-4.722,1,0.204,0.102,0.00122,0.148,0.387,127.001,5YFuCgoTOWKyjvcxTQINVa,378416,4
0.698,0.908,9,-1.211,0,0.0548,0.0899,0.0,0.115,0.606,115.975,1fRaznZsAB2i63TtmYv2Hc,218994,4
0.655,0.858,0,-5.607,0,0.315,0.53,0.0,0.344,0.65,83.489,3TqLIW3qd4qFYkfYsBjVN6,396120,4
0.675,0.713,1,-7.632,0,0.169,0.152,2.82e-06,0.114,0.0811,164.96,1DOHjrGbhgzAXac1s5FfTR,197818,4
0.916,0.505,8,-6.851,0,0.302,0.555,0.0,0.376,0.599,123.963,34w1ycoersTjtBsRQsKzgT,228320,4
0.651,0.718,9,-7.247,0,0.0423,0.26,0.0,0.224,0.796,121.035,1MZkpg4JmhAWCvysue8VDd,219027,4
0.704,0.592,9,-5.368,1,0.194,0.644,0.0,0.802,0.386,159.872,0GrGfs8ldZRWOrksG5uraH,267110,4
0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,211467,4
0.691,0.724,9,-5.781,1,0.215,0.154,0.0,0.145,0.496,101.516,6a0ukydr27A0LS69bI2tSt,270016,4
0.77,0.784,6,-4.339,0,0.176,0.103,0.0,0.105,0.626,119.043,63NvtfDogYya9xiEjPLzzz,190796,4
0.825,0.588,10,-4.669,0,0.046,0.329,0.0,0.0906,0.761,116.919,6chMn4cXB2AkcDMjcsVixg,305000,4
0.704,0.773,9,-5.226,1,0.0944,0.00355,0.0,0.923,0.766,144.973,3E9kWN00pd8cRqD5khYXxi,203938,4
0.796,0.683,10,-2.754,0,0.15,0.108,0.0,0.107,0.353,140.108,0jeS8PyyIRAG0A3t5DtL71,207731,4
0.509,0.183,10,-10.27,1,0.0377,0.946,0.0,0.0914,0.258,117.354,6H7fWtwEUHVfTyZD7zeG4w,232837,3
0.91,0.596,1,-6.368,1,0.304,0.0429,0.0,0.0692,0.538,140.078,1Fui5N8AtkDRG1Gmpq4Yk2,160467,4
0.535,0.753,11,-8.331,1,0.339,0.0765,0.0,0.345,0.38,128.988,6IWc8ZwgYknw5U8T5OA30J,201576,4
0.841,0.655,5,-4.654,0,0.0851,0.239,9.75e-05,0.213,0.579,101.976,2AHJLtc81zIfj9EKcVEzmJ,164413,4
0.709,0.745,5,-4.511,1,0.072,0.215,0.0,0.187,0.534,105.957,2Sw3qFIxCdBxDIhNKZhhfz,192993,4
0.718,0.79,6,-4.861,0,0.129,0.0453,0.0,0.0739,0.605,151.072,2FPkRkjYQ4S8g1gVBslCfU,194307,4
0.756,0.57,5,-8.45,0,0.145,0.168,0.0,0.128,0.301,143.999,53ORJG1CfDX0xo8qyhup6Q,183958,4
0.83,0.702,10,-7.099,0,0.245,0.14,1.58e-06,0.116,0.921,156.033,73DFKCpIyq6gWbgjNOIBHc,151538,4
0.652,0.702,4,-8.124,1,0.0803,0.03,0.0,0.0831,0.82,151.995,2Jij6ebp6ToNKOn5DWlGxV,158282,4
0.772,0.728,7,-6.438,1,0.274,0.18,0.0,0.0977,0.67,102.005,333OkWOgbV6C8I5wRLfuSx,281182,4
0.574,0.892,9,-5.233,0,0.0298,0.0062,0.000269,0.107,0.66,114.967,4s6yGnZ8L7PqTsKftYgADQ,278458,4
0.793,0.524,5,-6.229,0,0.148,0.0622,0.0,0.0803,0.631,95.044,5LeStoyvjAHpM52IYogOq0,243915,4
0.794,0.709,8,-6.718,1,0.126,0.143,5.37e-06,0.304,0.767,97.033,5teddmNrgHKsy7Jx8rLFkX,230742,4
0.497,0.74,1,-5.475,0,0.0447,0.531,0.0,0.486,0.478,76.139,0vT797IpZpF5o1XLCnWCUL,207093,4
0.707,0.591,4,-8.219,1,0.044,0.691,0.0,0.186,0.535,129.946,1PRByEhLOzWd74sjPQjJlS,298615,4
0.841,0.821,6,-3.802,1,0.234,0.0791,0.0,0.172,0.545,106.003,4dDMgEj5GpBTI1lvVlYPu7,224151,4
0.565,0.555,9,-7.221,1,0.0284,0.698,0.0,0.612,0.308,94.898,6pgoGpBkKUvXrrU95j0khl,178904,4
0.684,0.905,0,-3.187,0,0.0765,0.285,0.0,0.525,0.492,95.985,6uAm7pG66O1XesXS9bpHSF,159011,4
0.74,0.501,6,-9.725,0,0.214,0.0587,0.0,0.0623,0.343,109.861,0AocbMFJOxKWtxfae1pVZm,297682,4
0.585,0.74,10,-6.687,1,0.078,0.0259,0.0,0.112,0.507,128.045,7otEY2LI040OFwOfiFX3LL,203552,4
0.843,0.56,1,-8.275,1,0.339,0.103,0.0,0.211,0.717,76.031,4HzB8cumQgivTBscS2b487,137533,4
0.723,0.646,1,-6.166,1,0.332,0.000967,9.33e-06,0.256,0.164,172.399,4qOTcNt9fUBA1PhA2VFg8W,183692,4
0.755,0.772,6,-5.585,1,0.4,0.128,0.0,0.157,0.678,132.906,3WyRgi8CzQnhzO0xw79tTS,141827,4
0.894,0.551,1,-5.081,1,0.188,0.0509,0.0,0.106,0.779,130.017,3wB81eGupHVv9W4mF9IsHh,158769,4
0.813,0.59,4,-6.542,0,0.345,0.346,0.0,0.0335,0.716,91.985,38lQ7lYhN3eSWepnZHaiBF,235955,4
0.595,0.7,7,-5.576,0,0.0301,0.0244,0.0,0.0876,0.302,135.993,0g2XnkKghVN22yze1gTJzl,245493,4
0.701,0.767,0,-3.055,1,0.0746,0.0135,7.29e-06,0.0612,0.695,188.085,041Kcvnw8nOdq8xiRibPTG,180480,4
0.743,0.471,3,-7.625,1,0.0534,0.634,0.0,0.112,0.327,88.055,2BNhXy5M8kKkJjbJLrC6fV,222916,4
0.696,0.872,11,-5.967,0,0.045,0.0496,2.09e-06,0.361,0.717,128.007,2LW11Yumkr933BEzOlSTtU,205088,4
0.868,0.855,10,-5.655,0,0.144,0.0935,0.000182,0.106,0.518,130.014,4GeqhagYz03kwTAbKBaVf9,170000,4
0.651,0.812,0,-3.382,1,0.032,0.0209,0.0,0.267,0.924,99.996,5yeXw1L7CqKXkHaJ0W4RrT,281953,4
0.798,0.62,1,-7.165,0,0.104,0.169,0.00562,0.0673,0.539,126.016,5xHB9Besd2c7bwNMZN0Wtq,166159,4
0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,4pUCKHjJ4Ijewc37rRrvHn,189052,4
0.682,0.532,2,-7.484,1,0.392,0.0271,2.1e-05,0.114,0.172,196.131,2p09ILCOs8xHuoeL71BimH,147295,4
0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,6WkJ2OK163XXS2oARUC9JM,198053,4
0.744,0.752,4,-5.938,0,0.124,0.0176,0.000119,0.662,0.377,90.993,1GE0nOOP9OtqlwwBBZt9Lg,217373,4
0.474,0.308,10,-9.411,0,0.0573,0.762,0.0,0.111,0.418,93.343,721Lxh9pNJJhNERON4Zjmw,187016,4
0.716,0.804,1,-4.89,0,0.0531,0.103,0.0,0.0822,0.528,144.036,50ZM3drEKbAIKDfrbRYvX8,172969,4
0.784,0.675,6,-8.191,0,0.113,0.437,0.0,0.143,0.275,118.023,13yoLiwo2aUB3Mluf8uVQ0,178982,4
0.674,0.447,5,-3.761,1,0.493,0.688,0.0,0.182,0.824,150.237,3NnW2EqJxvHYrRy3upaznl,236852,4
0.447,0.53,0,-5.028,1,0.028,0.217,4.25e-05,0.351,0.0621,75.917,3PPAFAhNAvJYs74JnujgGq,291870,4
0.736,0.585,7,-6.769,1,0.12,0.513,2.02e-05,0.108,0.28,100.609,0Tq0EhQpVeQJwV3E3P5Jti,178000,4
0.577,0.497,5,-8.31,0,0.0356,0.203,0.0,0.113,0.31,140.024,1LPAIuklAWhEUGQ3nQrcBr,230115,4
0.739,0.745,7,-6.658,1,0.0267,0.21,0.0135,0.127,0.949,109.326,1p7m9H4H8s0Y7SgRm7j3ED,277653,4
0.176,0.831,10,-3.755,1,0.041,0.0316,0.0,0.104,0.284,164.316,6oHNXUrt4s5JJIM1WoOwsZ,270201,4
0.701,0.575,0,-7.843,1,0.0474,0.492,0.0,0.106,0.652,82.022,3jWXXk597CC7e8fT1ElB7I,180651,4
0.766,0.687,2,-5.96,1,0.324,0.49,0.0,0.554,0.674,138.063,0YF7NWEb8CTZQFXCIL2Ztq,213963,4
0.64,0.822,7,-5.312,1,0.036,0.0211,0.0612,0.147,0.562,169.928,62vIBUC9hTfE4nlT3x90uH,278824,4
0.658,0.65,1,-5.866,1,0.0614,0.11,0.0,0.0839,0.397,159.917,2hMemEDS1l5hrjLWwU1MNt,180938,4
0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,2RVrdr062uLFxXwIxwdXPH,201122,4
0.761,0.685,5,-9.796,0,0.125,0.259,2.92e-06,0.115,0.596,103.949,4hGsbyf3p0U5mlJTJwiUTq,224000,4
0.752,0.682,2,-7.279,0,0.0997,0.0762,9.09e-06,0.386,0.725,129.971,6c8QV2TggyEVrqoiOeitfo,169846,4
0.705,0.919,8,-5.087,0,0.244,0.435,1.38e-05,0.168,0.607,134.029,1FuJKBi6XdFyf8Yzmck468,175922,4
0.422,0.483,8,-5.344,1,0.0292,0.0813,9.77e-06,0.276,0.286,129.869,4jaaMznp3KPllxbmRdiIbx,309440,4
0.744,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,6y1UtRcHQU07aUs3oxZ8Yn,188640,4
0.744,0.649,0,-7.78,0,0.0285,0.609,4.45e-05,0.226,0.609,104.017,4X6iBHBFOYRLiRz7EwFG7E,220333,4
0.677,0.431,6,-11.289,0,0.0502,0.533,0.0,0.114,0.493,89.096,1znkeVc5PxzRY1Ua0vBmg7,228750,4
0.689,0.619,7,-6.164,1,0.358,0.178,0.0,0.375,0.71,95.922,0wryAFpQqHTvhteQx7ZNp2,172700,4
0.631,0.683,7,-8.788,1,0.0344,0.291,0.0,0.0994,0.708,97.959,1lKI9y1DL6QnYTZguVmACX,161040,4
0.722,0.731,11,-7.461,0,0.0702,0.445,6.19e-06,0.15,0.539,114.997,3TMW1GOB1lsmvf8er2dE8g,317902,4
0.556,0.833,5,-5.29,1,0.0402,0.0156,0.0,0.0659,0.374,125.07,39LyUQIy7idLxPdsjyZsxe,224747,4
0.636,0.736,11,-6.091,1,0.0527,0.207,0.0,0.191,0.399,93.942,0bivRIFWuEE8KMSKpswS8c,196358,4
0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,0S0vWvyZ6Rc79TXkWxT9QA,231547,4
0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,6oJ6le65B3SEqPwMRNXWjY,228267,4
0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,09IStsImFySgyp0pIQdqAc,184732,4
0.562,0.65,8,-5.912,1,0.0299,0.00623,0.0,0.0918,0.171,120.088,3qe8nGycGxqKBPEeUIkBsH,241313,4
0.417,0.433,4,-8.958,1,0.0415,0.0726,0.0,0.123,0.207,169.92,0xkGTPTijMU84dtHr3KQQi,341823,4
0.841,0.746,4,-4.062,1,0.0914,0.282,0.0175,0.175,0.564,116.014,4efLhkYJJf2R6WhbwpFi85,237424,4
0.651,0.81,7,-4.722,1,0.0359,0.213,0.0,0.0984,0.849,173.925,0SVlCv4gOgWohAdBZMBu3v,310426,4
0.773,0.345,0,-13.508,1,0.0726,0.355,0.0,0.0751,0.423,129.986,0IXYfFJBKLaAfRfdKRG6NW,181254,4
0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,4tNXntkAzQ5A2dfYRYGIIQ,157493,4
0.72,0.836,11,-4.002,0,0.071,0.0599,0.0,0.166,0.922,160.097,79J8ETyLFUdFTDZHXNNKie,211000,4
0.755,0.667,6,-3.675,1,0.0995,0.145,9.61e-05,0.154,0.701,98.045,7nWAoo7kYd8KPx4XbOiILK,161341,4
0.773,0.627,4,-6.037,0,0.0316,0.00614,3.13e-06,0.0963,0.666,129.464,49clGe0PtbYUx3vB7tyk3A,214320,4
0.61,0.842,7,-4.934,1,0.0446,0.00894,0.0,0.24,0.569,134.032,2bHkPpS2dS9QyY6BCYueoT,231933,4
0.914,0.787,1,-7.149,1,0.241,0.0738,0.0,0.1,0.808,120.037,1BmuQxYra00fufQMPfEolE,248000,4
0.601,0.599,7,-5.549,1,0.0373,0.457,0.0,0.153,0.577,67.998,5AwQir16Hh3nHBLyGuhTjU,305760,4
0.899,0.725,4,-3.831,0,0.044,0.0611,6.1e-06,0.0928,0.961,128.034,2kcc5humLS6PKOI9rwvXex,207480,4
0.772,0.782,1,-3.84,1,0.14,0.106,0.0,0.0769,0.651,117.957,4dOrfL6qgxnjCMSmkekFhB,184360,4
0.638,0.724,7,-7.966,1,0.0851,0.138,0.0,0.112,0.461,120.235,76KDy62J99FKu6ZsxMJy3j,197333,5
0.666,0.217,1,-11.042,0,0.0335,0.786,0.0,0.0766,0.395,82.011,2sb6AZQLeoD3VgA4zglQB6,280955,4
0.527,0.522,2,-9.29,1,0.0314,0.775,0.0,0.0847,0.272,132.066,4FhJ7YSRxATHnaRg4nGs6t,273573,4
0.747,0.864,8,-3.181,0,0.0599,0.0245,4.46e-05,0.0853,0.754,92.028,2cnKEkpVUSV4wnjQiTWfH6,232787,4
0.527,0.823,7,-7.089,1,0.277,0.0428,0.0,0.0777,0.218,172.0,6YD1hlzPaEAZSrH1z0FmTV,314323,4
0.73,0.587,4,-6.972,0,0.0562,0.193,0.0,0.0844,0.791,134.958,6g8Waa9vcFQP1FElldjfRr,269659,4
0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,6MWtB6iiXyIwun0YzU6DFP,149520,4
0.906,0.72,7,-4.056,0,0.134,0.0261,0.00383,0.0542,0.645,102.99,1u2XfTsJai4u33yapHLzap,189757,4
0.641,0.508,7,-3.587,1,0.0522,0.614,0.0,0.128,0.77,176.339,1dcPvuDlIyEZSCtYXtZlMm,175456,3
0.433,0.724,5,-6.126,0,0.0372,0.1,0.0,0.0918,0.689,174.006,3SqvR3HYLlCTYzbDXJ52OC,268105,4
0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,47Bg6IrMed1GPbxRgwH2aC,262231,4
0.678,0.795,5,-7.98,0,0.203,0.0136,0.0,0.128,0.21,127.974,6CUrRWNO3KlHuvuw8yESSU,219840,4
0.769,0.556,9,-5.375,0,0.082,0.115,0.000294,0.117,0.607,149.972,59l0CeaA4LLngf30waUXWB,194772,4
0.692,0.711,0,-7.498,0,0.0317,0.227,0.0,0.12,0.875,125.135,1TfqLAPs4K3s2rJMoCokcS,216933,4
0.51,0.713,2,-10.761,1,0.036,0.0185,1.19e-06,0.103,0.752,138.894,6N1EjQjnvhOjFrF6oUmGPa,216973,4
0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,7KbF6AdprOXEEHlsq11Z6d,175733,4
0.677,0.484,9,-11.396,0,0.104,0.382,0.000107,0.175,0.0866,100.044,5KTrnkXClZkHmJvwhEjQoG,214146,4
0.792,0.703,0,-4.343,1,0.0368,0.195,0.0,0.072,0.634,105.995,342pJxy678kgQrZXCL9RG7,215483,4
0.72,0.501,0,-10.369,1,0.246,0.654,2.64e-06,0.106,0.65,153.945,0Y84vLtyOj2demvSdJ2l7N,168375,4
0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,6ZRuF2n1CQxyxxAAWsKJOy,201788,4
0.502,0.382,5,-10.632,0,0.0295,0.183,0.0,0.128,0.242,131.857,58c6US9oMx1ld3C6VoQdfZ,246339,4
0.786,0.787,1,-5.332,1,0.037,0.322,0.0,0.124,0.479,95.008,5lFl0Aksww4t4CGiYYtpZz,204632,4
0.86,0.601,1,-7.247,0,0.509,0.406,0.0,0.103,0.0589,80.019,3RsSxNSorUqe9K4qEGTlGC,151422,4
0.887,0.667,6,-5.681,0,0.0484,0.316,0.0,0.119,0.493,130.032,66UkKyxN5YbJl9z7YamQOR,181867,4
0.61,0.436,11,-9.042,1,0.0333,0.416,0.0,0.0795,0.213,128.206,2hRY6ORT8dEdVVCocenQjs,249178,4
0.587,0.535,5,-6.09,0,0.0898,0.117,6.56e-05,0.131,0.14,159.847,0e7ipj03S05BNilyu5bRzt,218147,4
0.695,0.708,9,-6.348,0,0.0428,0.182,0.0,0.0462,0.599,105.997,2tVNMtgZ2CQpTx7vgcuTkL,201547,4
0.748,0.796,1,-5.435,1,0.22,0.341,0.0,0.39,0.753,148.171,3rjVpvMgGMj6PRKJgx4nl0,171050,4
0.515,0.59,2,-6.761,0,0.217,0.176,2.47e-06,0.141,0.374,99.785,0oOPa0AlLnjCO6eci0HIdH,190000,4
0.744,0.441,10,-10.289,0,0.296,0.0634,0.699,0.038,0.792,230.186,68TTCPNgkf7gDkwRgEB3J4,301585,4
0.909,0.611,0,-4.503,1,0.27,0.254,0.0,0.0616,0.355,139.921,37IpA63CwwQJySkpV7z3UZ,192857,4
0.821,0.561,7,-6.682,1,0.205,0.0104,0.0,0.0954,0.568,99.981,6WZHm21UPkvcmh5VLjhFZg,189226,4
0.706,0.651,1,-5.439,0,0.0429,0.446,0.0,0.0984,0.558,139.934,0hCoIE4czydofcrH1Tlq0N,167940,4
0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,2t8yVaLvJ0RenpXUIAC52d,288624,4
0.702,0.645,2,-7.733,0,0.168,0.0534,0.0,0.136,0.32,154.896,26wWkZGEbfdDuJraRl5q0a,165045,4
0.556,0.212,6,-11.197,1,0.0406,0.941,0.0,0.0982,0.514,133.392,1MkiRsYBkXbXvdiYvTTiQT,214773,4
0.733,0.688,6,-4.916,0,0.0651,0.097,0.0,0.0852,0.692,81.01,5JHYAnLDnkTXU1adigio6I,170670,4
0.772,0.716,5,-4.454,1,0.219,0.109,2.3e-05,0.0746,0.388,140.07,3qOxkhNytyb6ifxNzxxULn,226768,4
0.657,0.85,5,-3.157,0,0.0694,0.00264,0.0,0.412,0.375,124.882,1qAPA8TooLVEqAZ58fhcrt,241467,4
0.87,0.942,5,-5.125,0,0.28,0.107,6.67e-06,0.323,0.699,133.021,23jbwmkkrvGJhz1J6vAXii,166015,4
0.783,0.804,11,-4.408,1,0.173,0.11,0.0,0.275,0.722,176.103,7dK9ncfHtROhbYCtElBqfU,127303,4
0.655,0.684,0,-5.18,1,0.0269,0.197,0.0036,0.278,0.27,110.037,4nraNqonMyfc0U3o8VeXVu,174002,4
0.83,0.706,8,-5.56,1,0.137,0.0818,0.0,0.0427,0.92,97.964,4aIdlx4MDx0z0qGLNotRAM,202467,4
0.733,0.674,0,-6.171,0,0.0725,0.0373,0.0,0.194,0.467,100.153,6z2Hx0aMb7mKd3QMX7m9Tj,187011,4
0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,2WyRfGeHo97VC5mP1BBSzr,219080,4
0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,3ee8Jmje8o58CHK66QrVC2,166606,4
0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,6wo37KVqFJhtuxPTpLCcfe,209893,1
0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,2E82gORVSA7UMEz5M1IP3b,183160,4
0.639,0.79,2,-4.156,1,0.0263,0.25,0.0,0.299,0.733,133.948,3Ztjw8utVpcrzms1RrsJvR,272747,4
0.776,0.838,2,-5.393,1,0.0359,0.122,6.66e-05,0.0715,0.658,123.03,4Dc4hSEW1YT6J9sNTZJ5vU,230244,4
0.739,0.727,6,-7.072,0,0.329,0.0344,0.0,0.681,0.43,131.024,2gUn6S1SuuXK0BvypPKnir,218024,4
0.71,0.905,5,-5.146,1,0.0716,0.557,1.31e-06,0.709,0.688,130.046,6PrHpASrdyqydEKc8JFmEX,179065,4
0.716,0.331,3,-11.502,1,0.0331,0.825,0.0,0.0885,0.51,117.912,23MBpKcMc36cy26jjehN5A,161422,4
0.652,0.802,5,-6.318,1,0.256,0.05,0.0,0.1,0.835,166.01,51kLUZLVzbkQocf8TdWMtf,142304,4
0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,7fODjB7BrQTGqh0hogW6XD,305962,5
0.692,0.503,10,-6.715,1,0.033,0.0332,0.0,0.0745,0.786,129.778,2xxq5LXFBFyawPChsOOWVu,212947,4
0.518,0.572,2,-7.817,1,0.0287,0.0264,9.02e-05,0.3,0.136,145.907,5OPqZ5dEqrdPGatJgnZ8xG,300000,4
0.746,0.802,8,-6.59,0,0.0575,0.0607,9.29e-06,0.143,0.816,132.01,1pq9w58vpi5nnEllpgl1tF,270047,4
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,2tUBqZG2AbRi7Q0BIrVrEj,291293,4
0.574,0.738,10,-5.526,1,0.0958,0.0235,2.03e-06,0.0959,0.307,109.996,7yEuRloGyxyu1KaWBTPP1Z,247248,4
0.64,0.496,9,-6.161,0,0.474,0.102,0.0,0.0775,0.213,169.171,7EnegJLbJj9VTKvSp6f8xr,148713,4
0.533,0.757,7,-6.73,0,0.0453,0.00733,0.0,0.111,0.358,169.975,12V0iduYsoXxsQYTSeFB2H,162441,4
0.721,0.665,4,-6.884,0,0.18,0.424,0.0,0.115,0.201,119.981,3nOdmaNfqskNaYpBGPLDdG,255785,4
0.713,0.497,11,-7.418,0,0.031,0.0718,2.48e-05,0.0498,0.892,91.0,63eGghNk0tlCFqtjdE6aEq,300187,4
0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,67XyC1GdSkKb9sbRRkUDXS,176632,4
0.519,0.342,1,-5.54,1,0.0257,0.636,0.0,0.1,0.425,143.819,4F7ZAsndEIJXyFzJUHNlRu,228571,4
0.738,0.389,1,-7.479,1,0.049,0.528,0.0,0.129,0.453,124.893,4IaOHEtBuYAqZzHCKZaKcv,165349,4
0.783,0.685,9,-5.008,1,0.0271,0.627,3.49e-06,0.108,0.54,107.01,4waqcUQWdj0yH26STWl2Rq,236333,4
0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,5WHTFyqSii0lmT9R21abT8,178480,4
